bodyId,type,instance,superclass,subclass,somaSide,rootSide,somaNeuromere,exitNerve,mancBodyid,mancType,flywireType,status,statusLabel,literature_muscle,literature_action,literature_sources,muscle_bridge_status,limits
802954,MNad53,MNad53_R,vnc_motor,ad,R,,A9,AbNT,10955.0,MNad53,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802980,MNad63,MNad63_R,vnc_motor,ad,R,,A1,AbN2,11375.0,MNad63,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803010,MNad17,MNad17_R,vnc_motor,ad,R,,A8,AbNT,23068.0,MNad17,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803013,DLMn c-f,DLMn c-f_L,vnc_motor,wm,L,,T1,PDMNa,10892.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
803047,MNad15,MNad15_L,vnc_motor,ad,L,,A8,AbN4,102179.0,MNad15,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803048,DLMn c-f,DLMn c-f_R,vnc_motor,wm,R,,T1,PDMNa,18309.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
803070,MNad16,MNad16_L,vnc_motor,ad,L,,A4,AbNT,27193.0,MNad16,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803100,iii1 MN,iii1 MN_R,vnc_motor,wm,R,,T2,MesoAN,10129.0,iii1 MN,,Traced,Reviewed,third axillary iii1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803107,MNad08,MNad08_L,vnc_motor,ad,L,,A5,AbN4,32543.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803129,DVMn 1a-c,DVMn 1a-c_R,vnc_motor,wm,R,,T2,ADMN,38723486729.0,DVMn 1a-c,,Traced,Reviewed,DVM1,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803215,hDVM MN,hDVM MN_L,vnc_motor,hm,L,,T3,AbN1,14267.0,hDVM MN,,Traced,Reviewed,haltere dorsal ventral power muscle hDVM,平均棍を振動させる非同期動力筋,DIC19;EHR23;MANC,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803241,MNad16,MNad16_R,vnc_motor,ad,R,,A4,AbNT,153863.0,MNad16,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803310,MNhm43,MNhm43_L,vnc_motor,hm,L,,T3,AbN1,17216.0,MNhm43,,Traced,Reviewed,haltere basalar hb1 or hb2 (unordered pair),平均棍操舵,MANC;EHR23,unordered_muscle_pair,hb1/hb2のどちらを各型が支配するかは未決。MANC49582は両型に重複対応。
803342,MNad11,MNad11_L,vnc_motor,ad,L,,A4,AbN4,18692.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803378,MNnm11,MNnm11_R,vnc_motor,nm,R,,T1,DProN,23937.0,MNnm11,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803451,MNad35,MNad35_L,vnc_motor,ad,L,,A1,AbN2,12756.0,MNad35,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803524,MNad15,MNad15_L,vnc_motor,ad,L,,A6,AbN4,16981.0,MNad15,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803558,MNnm10,MNnm10_R,vnc_motor,nm,R,,T1,DProN,11033.0,MNnm10,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803562,MNad06,MNad06_R,vnc_motor,ad,R,,A4,AbN4,25579.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803582,MNnm10,MNnm10_L,vnc_motor,nm,L,,T1,DProN,178721.0,MNnm10,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803589,ps2 MN,ps2 MN_L,vnc_motor,wm,L,,T2,MesoAN,10694.0,ps2 MN,,Traced,Reviewed,pleurosternal ps2,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803599,"DVMn 2a, b","DVMn 2a, b_R",vnc_motor,wm,R,,T2,MesoAN,15098.0,"DVMn 2a, b",,Traced,Reviewed,DVM2,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803684,MNad36,MNad36_R,vnc_motor,ad,R,,A1,AbN2,12225.0,MNad36,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803690,MNad22,MNad22_L,vnc_motor,ad,L,,A7,AbNT,18864.0,MNad22,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803709,MNad15,MNad15_R,vnc_motor,ad,R,,A8,AbN4,11897.0,MNad15,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803717,MNad35,MNad35_R,vnc_motor,ad,R,,A1,AbN2,12529.0,MNad35,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803732,MNad03,MNad03_R,vnc_motor,ad,R,,A4,AbN4,13219.0,MNad03,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803765,MNnm09,MNnm09_R,vnc_motor,nm,R,,T1,DProN,24149.0,MNnm09,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803804,MNad14,MNad14_R,vnc_motor,ad,R,,A4,AbN4,16367.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803813,MNad36,MNad36_L,vnc_motor,ad,L,,A1,AbN2,12506.0,MNad36,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803891,hg2 MN,hg2 MN_R,vnc_motor,wm,R,,T2,ADMN,12927.0,hg2 MN,,Traced,Reviewed,fourth axillary hg2 / iv2,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803904,MNad10,MNad10_L,vnc_motor,ad,L,,A3,AbN4,20611.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803912,MNad10,MNad10_R,vnc_motor,ad,R,,A3,AbN4,27651.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803946,MNad10,MNad10_L,vnc_motor,ad,L,,A2,AbN4,14602.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
803982,"DVMn 2a, b","DVMn 2a, b_L",vnc_motor,wm,L,,T2,MesoAN,11663.0,"DVMn 2a, b",,Traced,Reviewed,DVM2,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
803992,MNad14,MNad14_L,vnc_motor,ad,L,,A3,AbN4,12810.0,MNad14,,Traced,Roughly traced,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804023,MNad61,MNad61_R,vnc_motor,ad,R,,A8,AbNT,13418.0,MNad61,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804107,iii3 MN,iii3 MN_L,vnc_motor,wm,L,,T2,MesoAN,100725.0,iii3 MN,,Traced,Reviewed,third axillary iii3,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
804119,MNad53,MNad53_L,vnc_motor,ad,L,,A9,AbNT,16616.0,MNad53,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804131,hg2 MN,hg2 MN_L,vnc_motor,wm,L,,T2,ADMN,22584.0,hg2 MN,,Traced,Reviewed,fourth axillary hg2 / iv2,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
804173,MNad10,MNad10_R,vnc_motor,ad,R,,A2,AbN4,14469.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804180,MNad14,MNad14_R,vnc_motor,ad,R,,A2,AbN3,15534.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804195,MNad14,MNad14_L,vnc_motor,ad,L,,A4,AbN4,13547.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804245,FNM2,FNM2_R,vnc_motor,nm,R,,T1,DProN,14079.0,FNM2,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804301,b1 MN,b1 MN_R,vnc_motor,wm,R,,T2,ADMN,10017.0,b1 MN,,Traced,Reviewed,basalar b1,両側操作でbody pitch torque/前方stroke角を変える。慢性抑制はpitch PI模型の積分利得を低下,MANC;AZE24;WHI22,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
804326,MNad14,MNad14_L,vnc_motor,ad,L,,A2,AbN3,12802.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804343,ADNM2 MN,ADNM2 MN_L,vnc_motor,nm,L,,T1,CvN,14549.0,ADNM2,,Traced,Reviewed,TH2 candidate via CvNA2,頸部作用候補。Gorko CvNA1/2はVNC由来で横走水平筋を支配,GOR24,cross_nomenclature_unverified,ADNMとCvNAの直接同義対応を今回は未検証。筋を確定欄に転記しない。
804371,MNad22,MNad22_L,vnc_motor,ad,L,,A6,AbNT,19003.0,MNad22,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804398,MNad14,MNad14_R,vnc_motor,ad,R,,A3,AbN4,16431.0,MNad14,,Traced,Roughly traced,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804445,MNad14,MNad14_R,vnc_motor,ad,R,,A5,AbN4,13887.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804625,MNad22,MNad22_R,vnc_motor,ad,R,,A6,AbNT,11545.0,MNad22,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804642,TTMn,TTMn_L,vnc_motor,wm,L,,T2,PDMNp,10068.0,TTMn,,Traced,Reviewed,middle-leg tergotrochanter muscle (TTM),中脚跳躍/離陸の脚伸展,AZE24;MANC,exact_type_label_bridge,wm注釈でも翅を直接動かす筋ではない。
804775,MNad20,MNad20_L,vnc_motor,ad,L,,A8,AbNT,19567.0,MNad20,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804860,MNad26,MNad26_L,vnc_motor,ad,L,,T3,AbN1,13717.0,MNad26,,Traced,Reviewed,possible haltere-associated effector; unassigned,平均棍候補だが腹部/unknown注釈を保持,MANC,candidate_region_only,出神経と平均棍neuropil形態からの候補。筋支配未同定。腹部出力へも平均棍へも強制分類しない。
804966,MNad10,MNad10_L,vnc_motor,ad,L,,A1,AbN3,13480.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
804992,"MNad18,MNad27","MNad18,MNad27_L",vnc_motor,ad,L,,A2,AbN3,12209.0,"MNad18,MNad27",,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805067,MNad08,MNad08_R,vnc_motor,ad,R,,A5,AbN4,21781.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805107,MNad10,MNad10_R,vnc_motor,ad,R,,A1,AbN3,14123.0,MNad10,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805137,hi1 MN,hi1 MN_R,vnc_motor,hm,R,,T3,AbN1,17022.0,hi1 MN,,Traced,Reviewed,haltere first axillary hi1,平均棍の直接操舵、感覚帰還を介する翅MN発火位相/動員調整候補,DIC19;EHR23;MANC,exact_type_label_bridge,DIC19の標識は複数筋MN。hi2とhiii2の個別機能・MaleCNSの複数候補間対応は未確定。
805165,"DVMn 3a, b","DVMn 3a, b_L",vnc_motor,wm,L,,T1,PDMNa,13228.0,"DVMn 3a, b",,Traced,Reviewed,DVM3,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
805255,MNad32,MNad32_L,vnc_motor,ad,L,,A1,AbN2,14461.0,MNad32,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805326,MNad32,MNad32_R,vnc_motor,ad,R,,A1,AbN2,17500.0,MNad32,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805511,MNad33,MNad33_R,vnc_motor,ad,R,,A1,AbN2,14341.0,MNad33,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805577,MNad02,MNad02_R,vnc_motor,ad,R,,A5,AbN4,18215.0,MNad02,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805630,MNad17,MNad17_L,vnc_motor,ad,L,,A10,AbNT,,MNad17,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805634,MNad05,MNad05_R,vnc_motor,ad,R,,A3,AbN4,20115.0,MNad05,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805647,MNad23,MNad23_L,vnc_motor,ad,L,,A7,AbNT,10359.0,MNad23,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805690,MNad26,MNad26_R,vnc_motor,ad,R,,T3,AbN1,13298.0,MNad26,,Traced,Reviewed,possible haltere-associated effector; unassigned,平均棍候補だが腹部/unknown注釈を保持,MANC,candidate_region_only,出神経と平均棍neuropil形態からの候補。筋支配未同定。腹部出力へも平均棍へも強制分類しない。
805757,MNad11,MNad11_L,vnc_motor,ad,L,,A2,AbN3,13403.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805776,MNad06,MNad06_L,vnc_motor,ad,L,,A2,AbN4,18674.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805790,MNad46,MNad46_R,vnc_motor,ad,R,,A1,AbN2,,MNad46,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805797,MNad06,MNad06_L,vnc_motor,ad,L,,A1,AbN3,14211.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805842,MNad44,MNad44_L,vnc_motor,ad,L,,A2,AbN3,16956.0,MNad44,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805879,MNad17,MNad17_L,vnc_motor,ad,L,,A10,AbNT,14233.0,MNad17,,Traced,Prelim Roughly traced,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805881,MNad05,MNad05_L,vnc_motor,ad,L,,A3,AbN4,17645.0,MNad05,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805974,MNad05,MNad05_L,vnc_motor,ad,L,,A2,AbN4,17179.0,MNad05,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
805980,MNad07,MNad07_R,vnc_motor,ad,R,,A5,AbN4,22139.0,MNad07,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806008,MNad02,MNad02_L,vnc_motor,ad,L,,A5,AbN4,22164.0,MNad02,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806014,MNad46,MNad46_L,vnc_motor,ad,L,,A1,AbN2,16278.0,MNad46,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806037,MNad06,MNad06_R,vnc_motor,ad,R,,A2,AbN4,15354.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806047,MNad17,MNad17_R,vnc_motor,ad,R,,A10,AbNT,12646.0,MNad17,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806061,MNad11,MNad11_L,vnc_motor,ad,L,,A3,AbN4,13999.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806094,MNad08,MNad08_R,vnc_motor,ad,R,,A3,AbN4,15846.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806124,MNad08,MNad08_R,vnc_motor,ad,R,,A2,AbN4,13899.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806144,MNad11,MNad11_R,vnc_motor,ad,R,,A3,AbN4,14008.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806161,MNad24,MNad24_L,vnc_motor,ad,L,,A1,AbN2,14871.0,MNad24,,Traced,PRT Orphan,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806253,MNad11,MNad11_R,vnc_motor,ad,R,,A2,AbN3,13579.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806281,MNad06,MNad06_R,vnc_motor,ad,R,,A3,AbN4,101706.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806302,MNad08,MNad08_L,vnc_motor,ad,L,,A2,AbN4,13671.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806355,MNad08,MNad08_L,vnc_motor,ad,L,,A3,AbN4,18989.0,MNad08,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806403,MNnm14,MNnm14_R,vnc_motor,nm,R,,T1,DProN,15049.0,MNnm14,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806427,MNad11,MNad11_R,vnc_motor,ad,R,,A4,AbN4,19486.0,MNad11,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806489,MNnm14,MNnm14_L,vnc_motor,nm,L,,T1,DProN,153756.0,MNnm14,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806561,MNad24,MNad24_R,vnc_motor,ad,R,,A1,AbN2,15481.0,MNad24,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806601,MNad69,MNad69_R,vnc_motor,ad,R,,A10,AbNT,17576.0,MNad69,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806620,MNad06,MNad06_R,vnc_motor,ad,R,,A1,AbN3,15388.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806643,MNad05,MNad05_L,vnc_motor,ad,L,,A4,AbN4,11540.0,MNad05,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806671,MNad02,MNad02_R,vnc_motor,ad,R,,A6,AbN4,13719.0,MNad02,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806679,MNad12,MNad12_L,vnc_motor,ad,L,,A9,AbNT,14787.0,MNad12,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806689,MNad09,MNad09_R,vnc_motor,ad,R,,A7,AbNT,14859.0,MNad09,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806754,MNad31,MNad31_L,vnc_motor,ad,L,,A1,AbN2,15561.0,MNad31,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
806779,MNad09,MNad09_L,vnc_motor,ad,L,,A7,AbNT,14883.0,MNad09,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
